Deep-House-Lounge,http://198.15.94.34:8006/stream
1000-HITS-80s,http://c2.auracast.net:8048/stream
OpenFM-Italo-Disco,http://stream.open.fm/27
80-EXITOS,https://80sexitos.stream.laut.fm/80sexitos
80s-HITS,http://stream.laut.fm/80sexitos
Radio Belissima,https://giorgia.radiobellissima.it/radio/8330/radio.mp3
Radio Belissima,https://giorgia.radiobellissima.it:8340/radio.mp3
BEST-OF-SCHLAGER-by-rautemusik-(rm.fm),https://best-of-schlager-high.rautemusik.fm/?ref=radiobrowser
Nostalgie-New-York,http://c32.radioboss.fm:8139/stream
CLASSIC-HITS-RADIO-Italia,https://classichitsradio.streamingmedia.it/play
Мелодія-FM-Disco,http://online.melodiafm.ua/MelodiaFM_Disco_Live
80s80s-Italo-Disco,http://streams.80s80s.de/italohits/mp3-192/streams.80s80s.de/
Synthetic-FM-Italo-Disco-New-Generation,http://stream.syntheticfm.com:8030/stream
OpenFM-Disco-Polo,http://stream.open.fm/21
1000-Discohits,http://stream.laut.fm/1000discohits
Maggie,https://maggie.torontocast.com:8046/stream
radioeins-rbb-56-kbit/s,https://www.radioeins.de/live_s.m3u
70-80-Disco-Funk-ModernSoul-e-Boogie,https://discofunk.streamingmedia.it/play
dinamo.fm-deep,http://channels.dinamo.fm/deep-mp3
Discoradio,http://stream1.rds.it:8000/discoradio
Nightride-FM-Spacesynth,https://stream.nightride.fm/spacesynth.mp3
spdeep,https://getradio.me/spdeep
Disco-Net,https://stream1.468.gr/8004/stream
RADIO-MIX-103.5,http://stream.zeno.fm/ug8papw4nbruv
NS-106-FM,http://89.219.35.26:8000/radions
1.FM-Disco-Ball-70's-80's-Radio,http://strm112.1.fm/disco_mobile_mp3
GOLDIES-by-rautemusik-(rm.fm),https://goldies-high.rautemusik.fm/?ref=radiobrowser
Radio-Italo4you,http://s6.radiohost.pl:8080/
SCHLAGER-OLDIES-by-rautemusik-(rm.fm),https://schlager-oldies-high.rautemusik.fm/?ref=radiobrowser
RMF-80s-Disco,http://195.150.20.9/80SDISCO
54house.fm-Disco,http://62.138.2.128:8009/stream
RMI-Italo-Disco-Classic,https://cast1.torontocast.com:1165/stream
Radio-Mirage-Euro-Dance,http://s0.radiohost.pl:9569/;
70's-Hits-DJ-Jan-The-Man,https://quincy.torontocast.com:2500/stream
dinamo.fm-locodyno,http://channels.dinamo.fm/locodyno-mp3
Disco-Polo-Open-FM,https://stream.open.fm/21
MEGATRON-MIX,http://stream.zeno.fm/rw67aty148quv.pls
