Sveriges-Radio-P2,https://http-live.sr.se/p2musik-aac-320 
Polushon,http://polushon.com/arch/playlist.pls 
NRK-Jazz,http://lyd.nrk.no/nrk_radio_jazz_mp3_h.m3u
ClassicalJazzRadio,https://cast1.torontocast.com:1655/stream
JazzFM91,https://tunein.com/radio/JAZZFM91-911-s31229/ 
TSF-Jazz,http://tsfjazz.ice.infomaniak.ch/tsfjazz-high.mp3
Jazz-24,https://live.wostreaming.net/direct/ppm-jazz24aac256-ibc1
ABC-Jazz,http://live-radio01.mediahubaustralia.com/JAZW/mp3/
WBGO,http://wbgo.streamguys.net/
Jazz-Radio,http://jazzradio.ice.infomaniak.ch/jazzradio-high.mp3
Jazz-Radio-Latin-Jazz,http://jazz-wr09.ice.infomaniak.ch/jazz-wr09-128.mp3 
WUCF-FM-HD2-Latin-Jazz,http://peridot.streamguys.com:7830/WUCF
Antena-2-JazzIn,https://streaming-live.rtp.pt/liveradio/antena2jazzin80a/playlist.m3u8
KCSM-Jazz-911,http://ice7.securenetsystems.net/KCSM2 
The-Jazz-Groove-West,http://west-aac-64.streamthejazzgroove.com/stream
Giants-of-Jazz-Radio,http://streaming.radio.co/s297e618a7/listen 
Jazz-London-Radio,http://radio.canstream.co.uk:8075/live.mp3
WDNA-889,http://us9.streamingpulse.com:7033/stream.m3u
Jazz-de-Ville-Jazz,https://onair22.xdevel.com/proxy/xautocloud_kkyb_420?mp=/stream
SomaFM-Sonic-Universe,http://somafm.com/sonicuniverse192.pls
WNMC-Community-Public-Radio,http://s4.yesstreaming.net:7170/stream
The-Chiaroscuro-Channel,https://wvia.streamguys1.com/WVIAHD3AAC.m3u
CesNet-Jazz,http://amp.cesnet.cz:8000/cro-jazz.flac 
Jazzradio.hu,https://www.jazzradio.hu:8000/jazzradio_192.ogg
Naim-Jazz,http://mscp3.live-streams.nl:8340/jazz-flac.flac
Adroit-Jazz-Underground-HD-Opus,https://icecast.walmradio.com:8443/jazz_opus
Super-Stereo-7,http://198.204.228.202:8030/flac7
JazzW3,https://air.jazz.w3.at/jazzw3.ogg
SwissJazz,http://stream.srg-ssr.ch/m/rsj/mp3_128
